"","id","pairs","2008-09-09","2008-10-19","2008-12-13","2009-03-05","2009-04-17","2009-05-18"
"8299",8299,"45-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8300",8300,"65-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8301",8301,"68-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8302",8302,"37-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8303",8303,"40-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8304",8304,"22-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8305",8305,"74-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8306",8306,"14-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8307",8307,"2-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8308",8308,"44-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8309",8309,"23-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8310",8310,"46-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8311",8311,"21-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8312",8312,"26-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8313",8313,"43-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8314",8314,"62-47",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8315",8315,"9-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8316",8316,"28-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8317",8317,"49-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8318",8318,"65-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8319",8319,"37-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8320",8320,"40-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8321",8321,"22-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8322",8322,"74-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8323",8323,"48-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8324",8324,"14-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8325",8325,"34-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8326",8326,"44-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8327",8327,"23-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8328",8328,"46-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8329",8329,"21-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8330",8330,"26-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8331",8331,"43-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8332",8332,"70-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8333",8333,"62-47",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8334",8334,"10-19",NA,"CloseFriend",NA,NA,NA,NA
"8335",8335,"47-19",NA,"CloseFriend",NA,NA,NA,NA
"8336",8336,"28-19",NA,"CloseFriend",NA,NA,NA,NA
"8337",8337,"49-19",NA,"CloseFriend",NA,NA,NA,NA
"8338",8338,"11-19",NA,"CloseFriend",NA,NA,NA,NA
"8339",8339,"65-19",NA,"CloseFriend",NA,NA,NA,NA
"8340",8340,"22-19",NA,"CloseFriend",NA,NA,NA,NA
"8341",8341,"74-19",NA,"CloseFriend",NA,NA,NA,NA
"8342",8342,"53-19",NA,"CloseFriend",NA,NA,NA,NA
"8343",8343,"18-19",NA,"CloseFriend",NA,NA,NA,NA
"8344",8344,"15-19",NA,"CloseFriend",NA,NA,NA,NA
"8345",8345,"67-19",NA,"CloseFriend",NA,NA,NA,NA
"8346",8346,"9-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8347",8347,"10-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8348",8348,"47-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8349",8349,"30-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8350",8350,"65-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8351",8351,"72-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8352",8352,"22-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8353",8353,"74-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8354",8354,"53-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8355",8355,"14-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8356",8356,"44-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8357",8357,"18-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8358",8358,"46-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8359",8359,"15-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8360",8360,"71-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8361",8361,"67-19",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8362",8362,"10-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8363",8363,"47-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8364",8364,"36-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8365",8365,"60-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8366",8366,"65-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8367",8367,"22-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8368",8368,"74-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8369",8369,"53-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8370",8370,"16-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8371",8371,"44-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8372",8372,"18-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8373",8373,"15-19",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8374",8374,"9-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8375",8375,"47-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8376",8376,"28-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8377",8377,"49-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8378",8378,"45-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8379",8379,"65-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8380",8380,"68-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8381",8381,"20-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8382",8382,"37-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8383",8383,"40-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8384",8384,"22-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8385",8385,"74-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8386",8386,"53-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8387",8387,"14-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8388",8388,"44-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8389",8389,"18-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8390",8390,"23-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8391",8391,"46-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8392",8392,"21-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8393",8393,"26-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8394",8394,"43-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8395",8395,"71-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8396",8396,"67-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8397",8397,"62-19",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8398",8398,"9-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8399",8399,"10-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8400",8400,"47-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8401",8401,"36-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8402",8402,"28-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8403",8403,"49-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8404",8404,"65-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8405",8405,"20-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8406",8406,"37-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8407",8407,"40-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8408",8408,"22-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8409",8409,"74-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8410",8410,"48-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8411",8411,"53-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8412",8412,"14-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8413",8413,"44-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8414",8414,"18-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8415",8415,"23-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8416",8416,"46-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8417",8417,"21-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8418",8418,"26-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8419",8419,"43-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8420",8420,"70-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8421",8421,"71-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8422",8422,"67-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8423",8423,"62-19",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8424",8424,"28-56",NA,"CloseFriend",NA,NA,NA,NA
"8425",8425,"58-56",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8426",8426,"33-56",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8427",8427,"21-56",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8428",8428,"58-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8429",8429,"60-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8430",8430,"65-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8431",8431,"31-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8432",8432,"22-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8433",8433,"24-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8434",8434,"21-56",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8435",8435,"9-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8436",8436,"47-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8437",8437,"58-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8438",8438,"28-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8439",8439,"45-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8440",8440,"7-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8441",8441,"65-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8442",8442,"37-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8443",8443,"31-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8444",8444,"22-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8445",8445,"24-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8446",8446,"14-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8447",8447,"33-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8448",8448,"44-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8449",8449,"23-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8450",8450,"21-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8451",8451,"43-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8452",8452,"62-56",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8453",8453,"9-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8454",8454,"47-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8455",8455,"58-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8456",8456,"28-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8457",8457,"7-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8458",8458,"65-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8459",8459,"72-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8460",8460,"37-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8461",8461,"31-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8462",8462,"22-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8463",8463,"14-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8464",8464,"33-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8465",8465,"44-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8466",8466,"23-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8467",8467,"21-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8468",8468,"43-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8469",8469,"70-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8470",8470,"62-56",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8471",8471,"28-39",NA,"CloseFriend",NA,NA,NA,NA
"8472",8472,"22-39",NA,"CloseFriend",NA,NA,NA,NA
"8473",8473,"46-39",NA,"CloseFriend",NA,NA,NA,NA
"8474",8474,"19-39",NA,"CloseFriend",NA,NA,NA,NA
"8475",8475,"70-39",NA,"CloseFriend",NA,NA,NA,NA
"8476",8476,"60-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8477",8477,"65-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8478",8478,"40-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8479",8479,"54-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8480",8480,"22-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8481",8481,"53-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8482",8482,"14-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8483",8483,"2-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8484",8484,"44-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8485",8485,"46-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8486",8486,"19-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8487",8487,"70-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8488",8488,"71-39",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8489",8489,"10-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8490",8490,"36-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8491",8491,"60-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8492",8492,"29-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8493",8493,"65-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8494",8494,"1-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8495",8495,"22-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8496",8496,"74-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8497",8497,"53-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8498",8498,"2-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8499",8499,"44-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8500",8500,"46-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8501",8501,"43-39",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8502",8502,"9-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8503",8503,"47-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8504",8504,"28-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8505",8505,"45-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8506",8506,"65-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8507",8507,"37-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8508",8508,"40-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8509",8509,"22-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8510",8510,"53-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8511",8511,"14-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8512",8512,"44-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8513",8513,"23-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8514",8514,"46-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8515",8515,"43-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8516",8516,"70-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8517",8517,"71-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8518",8518,"62-39",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8519",8519,"9-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8520",8520,"47-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8521",8521,"28-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8522",8522,"65-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8523",8523,"37-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8524",8524,"40-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8525",8525,"22-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8526",8526,"53-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8527",8527,"14-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8528",8528,"44-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8529",8529,"23-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8530",8530,"46-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8531",8531,"43-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8532",8532,"70-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8533",8533,"71-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8534",8534,"62-39",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8535",8535,"1-13",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8536",8536,"2-13",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8537",8537,"9-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8538",8538,"28-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8539",8539,"45-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8540",8540,"65-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8541",8541,"37-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8542",8542,"14-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8543",8543,"44-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8544",8544,"23-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8545",8545,"43-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8546",8546,"62-13",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8547",8547,"9-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8548",8548,"28-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8549",8549,"65-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8550",8550,"72-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8551",8551,"37-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8552",8552,"14-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8553",8553,"44-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8554",8554,"23-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8555",8555,"70-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8556",8556,"62-13",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8557",8557,"47-22",NA,"CloseFriend",NA,NA,NA,NA
"8558",8558,"28-22",NA,"CloseFriend",NA,NA,NA,NA
"8559",8559,"49-22",NA,"CloseFriend",NA,NA,NA,NA
"8560",8560,"12-22",NA,"CloseFriend",NA,NA,NA,NA
"8561",8561,"18-22",NA,"CloseFriend",NA,NA,NA,NA
"8562",8562,"19-22",NA,"CloseFriend",NA,NA,NA,NA
"8563",8563,"67-22",NA,"CloseFriend",NA,NA,NA,NA
"8564",8564,"47-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8565",8565,"65-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8566",8566,"72-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8567",8567,"44-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8568",8568,"18-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8569",8569,"19-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8570",8570,"70-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8571",8571,"71-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8572",8572,"67-22",NA,"SocializeTwicePerWeek",NA,NA,NA,NA
"8573",8573,"10-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8574",8574,"47-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8575",8575,"36-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8576",8576,"30-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8577",8577,"60-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8578",8578,"25-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8579",8579,"72-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8580",8580,"74-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8581",8581,"12-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8582",8582,"44-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8583",8583,"18-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8584",8584,"15-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8585",8585,"19-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8586",8586,"67-22",NA,"PoliticalDiscussant",NA,NA,NA,NA
"8587",8587,"9-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8588",8588,"47-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8589",8589,"36-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8590",8590,"28-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8591",8591,"25-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8592",8592,"49-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8593",8593,"45-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8594",8594,"7-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8595",8595,"65-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8596",8596,"68-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8597",8597,"72-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8598",8598,"20-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8599",8599,"37-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8600",8600,"40-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8601",8601,"74-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8602",8602,"48-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8603",8603,"14-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8604",8604,"12-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8605",8605,"44-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8606",8606,"18-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8607",8607,"23-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8608",8608,"46-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8609",8609,"26-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8610",8610,"43-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8611",8611,"71-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8612",8612,"67-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8613",8613,"62-22",NA,"FacebookAllTaggedPhotos",NA,NA,NA,NA
"8614",8614,"9-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8615",8615,"47-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8616",8616,"28-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8617",8617,"49-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8618",8618,"7-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8619",8619,"65-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8620",8620,"72-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8621",8621,"20-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8622",8622,"37-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8623",8623,"74-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8624",8624,"48-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8625",8625,"14-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8626",8626,"12-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8627",8627,"44-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8628",8628,"18-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8629",8629,"23-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8630",8630,"46-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8631",8631,"26-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8632",8632,"43-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8633",8633,"70-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8634",8634,"71-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8635",8635,"67-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8636",8636,"62-22",NA,"BlogLivejournalTwitter",NA,NA,NA,NA
"8637",8637,"28-29",NA,"CloseFriend",NA,NA,NA,NA
"8638",8638,"53-29",NA,"CloseFriend",NA,NA,NA,NA
"8639",8639,"18-29",NA,"CloseFriend",NA,NA,NA,NA
